company_name;founded;industry;location;about;stage;amount;Table
Yummy Corp;2017;Food Industry;Tangerang;Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.;Series B;11160000;2020
SmartClean;2017;Tech Startup;Singapore;SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.;Pre- series A;3162000;2020
Observe ai;2017;Tech;San Francisco;Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.;Series B;50220000;2020
Hasura;2017;Software Company;San Francisco;Builds developer tooling products, including open source tools, backend;Series B;23250000;2020
Sunday;2017;FinTech;Bangkok;An end-to-end insurance products and services provider that uses AI to offer personalized packages.;Pre-Series B;8370000;2020
Phool.co;2017;Biomaterial startup;Kanpur;They use flowers from temples across India's and create useful products such as rose incense cone;Pre-series A;1302000;2020
Eggoz;2017;Agritech;Bihar;Provides technology backed, deep integration services to egg farmers;Seed Round;305970;2020
Spintly;2017;IoT;Goa;It is a wireless cloud-based access control system;Pre series A;230640;2020
VitalTech;2018;HeathTech;Plano;VitalTech is a develop technologies that empower patients to better care for their safety,;Seed;2790000;2020
DillyHub;2018;Publication;Seoul;A service that promotes and facilitates the works of independent comic artists;Seed;1302000;2020
Clair;2019;FinTech;New York;Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.;Seed;4185000;2020
Qapita;2019;FinTech;Singapore;Qapita provides digital equity management tools for private companies and startups.;Seed;1004400;2020
Hubilo;2020;Tech company;San Francisco;World’s smartest virtual event platform that brings Experience & Intelligence together;Seed;4185000;2020
Penny;2020;SaaS startup;Riyadh;Offer various development solutions and mainly focus on helping startups;Seed;1209000;2020
FirstCry;2010;E-market;Pune;Baby products marketplace;Series E;275280000;2020
MindTickle;2011;SaaS platform;Pune;MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.;Debt;93000000;2020
Interviewbit;2014;Edtech;Pune;Platform that provides coding and interview preparation course by industry professionals from tech companies;Series A;186000000;2020
Infinite Uptime;2015;IoT startup;Pune;The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.;Series B;4743000;2020
FITTR;2016;Fitness startup;Pune;Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.;Pre-series A;1860000;2020
Keito;2016;AI;Pune;Enterprise productivity startup;Seed Round;148800;2020
Gig India;2017;Crowdsourcing;Pune;GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.;Pre-series A;930000;2020
Loop Health;2017;HealthTech;Pune;Loop Health is bringing ease and choice to patients seeking major medical treatments.;Seed;2139000;2020
GigIndia;2017;Tech;Pune;Marketplace that provides on-demand work completion for companies through workforce of jobseekers;Pre series A;903030;2020
Illumnus;2018;EdTech Startup;Pune;An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities;Seed;93000;2020
GullyBuy Software;2019;Tech Startup;Pune;To deliver a solution that will provide shopping convenience to every consumer in India;Pre-series A;504990;2020
FPL Technologies;2019;FinTech;Pune;FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card;Series A;9300000;2020
Classplus;2008;Edtech;Delhi;It provides mobile-first software for coaching institutes, tuition centres and private tutors;Series B;7626000;2020
MYSUN;2015;Tech;Delhi;Platform for rooftop solar energy solutions;Pre series A;3959010;2020
Shuttl;2015;Transport;Delhi;App based bus aggregator serice;Series C;7417401;2020
Shuttl;2015;Transport;Delhi;App based bus aggregator serice;Series C;7479990;2020
Rooter;2016;Gaming;Delhi;Live sports engagement platform;Pre series A;1581000;2020
MaxWholesale;2016;Ecommerce;Delhi;B2B ecommerce platform for kirana stores;Series A;2790000;2020
CodingNinjas;2016;Edtech;Delhi;Online learning platform;Series A;4836000;2020
ProEves;2016;Preschool Daycare;Delhi;Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers;Seed Round;471510;2020
GoMechanic;2016;Automobile Technology;Delhi;Find automobile repair and maintenance service providers;Series B;13671000;2020
Hoi Foods;2017;Foodtech;Delhi;Quality food solution;Pre series A;1860000;2020
BharatPe;2018;Fintech;Delhi;Digital payments platform;Series C;69750000;2020
Go Desi;2018;Foodtech;Delhi;Provides traditional delicacies;Seed Round;583389;2020
Crysta;2018;Healthtech;Delhi;Offers diagnostic and screening services with regular counselling and clinical data management;Pre Series A;1305162;2020
Inspektlabs;2019;AI;Delhi;Focuses on building computer vision products for physical asset inspections;Pre series A;558000;2020
Entri;2017;Edtech;Kochi;Local language learning startup;Pre series A;1581000;2020
Entri;2017;Edtech;Kochi;It is a app that provides different types of learning content in local languages;Seed Round;1302000;2020
Arya;1982;AgriTech;Noida;"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation";Series B;19530000;2020
Clovia;2013;E-commerce;Noida;Clovia is the online lingerie retailer;Pre-series C;3720000;2020
Supplynote;2015;SaaS startup;Noida;Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem;Seed;465000;2020
Unnati;2017;AgriTech;Noida;A helping hand to the farming community through Artificial Intelligence;Pre-series A;1581000;2020
Instasolv;2019;Edtech;Noida;It is a doubt-solving app for students from Class 6 to 12;Pre series A;1860000;2020
Mera Cashier;2019;Fintech;Noida;App meant for small and micro businessmen to manage their transactions digitally;Seed Round;232500;2020
AjnaLens;2014;AR/VR startup;Thane;AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.;Bridge;930000;2020
AjnaLens;2014;Deeptech;Thane;It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence;Pre series A;1395000;2020
Infra.Market;2016;Real Estate;Thane;Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.;Series B;18600000;2020
Eggoz;2016;Food & Bevarages;Indore;Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.;Pre-series A;1395000;2020
BuildPan;2019;SaaS startup;Indore;Buildpan helps you with continuous build, development and user feedback for iOS and Android development.;Seed;465000;2020
Frontier Markets;2011;Ecommerce;Jaipur;Women entreprenuers sells products and services to rural India;Pre series A;2092500;2020
Wooden Street;2015;Ecommerce;Jaipur;It enables to order custom furniture online;Series A;2790000;2020
DealShare;2018;E-commerce;Jaipur;DealShare is a Social Commerce Startup;Series C;19530000;2020
Credit Wise Capital;1994;FinTech;Mumbai;CreditWise Capital is a consumer finance company.;Seed;5580000;2020
CarTrade;2009;Car Trade;Mumbai;Buy and Sell Used Cars;Series H;39525000;2020
Onsitego;2010;Customer service company;Mumbai;Onsitego is a customer service company for device and appliance repairs.;Series B;27900000;2020
IDfy;2011;IT;Mumbai;IDfy provides risk and fraud solutions;Series A;1962300;2020
Rebel Foods;2011;Food tech;Mumbai;Cloud kitchen platform;Series E2;24645000;2020
Atomberg Technologies;2012;Consumer appliances;Mumbai;"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances";Series B;8370000;2020
SUGAR cosmetics;2012;Cosmetics;Mumbai;It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.;Debt;1860000;2020
AFK Gaming;2012;Entertainment;Mumbai;AFK Gaming is a media and entertainment and gaming company located in Mumbai.;Pre-series A;186000;2020
LEAD School;2012;EdtTech;Mumbai;Offers a high-end digital classroom system focused on enhancing the learning experience;Series C;26040000;2020
LEAD School;2012;EdTech;Mumbai;Offers an integrated system for schools by helping them digitize the entire curriculum;Series C;26040000;2020
Toppr;2013;EdTech;Mumbai;Toppr is an Indian educational technology and online tutoring firm;Series D;32550000;2020
Toppr;2013;Edtech;Mumbai;It provides AI-based after school learning app for K12;Series D;43487730;2020
Pepperfry;2013;E-market;Mumbai;Online home furniture marketplace;Series F;37200000;2020
Porter;2014;Logistics;Mumbai;Logistics and fleet management;Series D;17084100;2020
SMEcorner;2014;Fintech;Mumbai;Financial lending firm to SMEs;Series B;27900000;2020
Cityflo;2015;Transportation;Mumbai;Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.;Series A;6510000;2020
PlayerzPot;2015;Gaming startup;Mumbai;Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes;Series A;2790000;2020
mCaffeine;2015;Cosmetics;Mumbai;MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.;Series B;4650000;2020
Miko;2015;AI startup;Mumbai;Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.;Pre-series B;2790000;2020
mCaffeine;2015;Personal care startup;Mumbai;MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.;Series B;2697000;2020
Servify;2015;Service industry;Mumbai;Servify is a self-learning platform that provides device management services and warranty solutions.;Series C;21390000;2020
Servify;2015;Manufacturing;Mumbai;Enables top OEMs & ODMs in device distribution, sales, warranty;Series C;10574100;2020
MyGlamm;2015;Fashion;Mumbai;Buy Makeup kit & Cosmetics Products from international makeup brand;Series B;930000;2020
Pulse;2015;FinTech;Mumbai;Helps people navigate through and profit off financial markets;Pre-series A;697500;2020
Bizongo;2015;Marketplace;Mumbai;A B2B marketplace for packaging materials;Series C;27900000;2020
Callify.ai;2016;Tech Startup;Mumbai;Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.;Seed;520800;2020
FlexiLoans;2016;FinTech;Mumbai;an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.;Debt;5580000;2020
Biddano;2016;Healthcare;Mumbai;India's 1st tech-enabled healthcare logistics platform.;Pre-series A;558000;2020
InCred;2016;Finance;Mumbai;Provide loans for all your needs like personal loan for wedding, education loan, business loan;Debt;4650000;2020
i3 Systems;2016;Insurance Tech;Mumbai;Transforming India's health insurance industry with its digital solutions and AI products for automation;Pre-series A;976500;2020
Eduvanz;2016;Fintech;Mumbai;Digital finance NBFC that provides affordable education loans;Series A;4650000;2020
Yumlane;2016;Cloud Kitchen;Mumbai;Online retailer that offers a range of on-the-go hot snacking and meals;Pre series A;930000;2020
Fingpay;2016;Fintech;Mumbai;Provides payment solutions;Series A;3255000;2020
CoinDCX;2017;FinTech;Mumbai;CoinDCX is a company that specializes in crypto-enabled financial services.;Series B;9300000;2020
InVideo;2017;Video;Mumbai;InVideo enables you to transform your content into great videos.;Series A;13950000;2020
Pepper Content;2017;Content marketplace;Mumbai;Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.;Series A;3906000;2020
Financepeer;2017;EdTech;Mumbai;Financepeer is an AI based peer to peer lending platform.;Pre-series A;2790000;2020
SOAL;2017;EdTech;Mumbai;A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders;Series A-1;930000;2020
GrayQuest;2017;EdTech;Mumbai;Enables parents to pay their annual education fees in up to 12 monthly installments;Pre Series A;930000;2020
CityCash;2017;Fintech;Mumbai;Focusses on creating a transit led micro-payments ecosystem;Seed round;930000;2020
Jai Kisan;2017;Fintech;Mumbai;A platform that caters the need of customers in rural areas;Pre series A;3661410;2020
Pepper;2017;Content Marktplace;Mumbai;End to end content creation platform;Seed funding;285417;2020
Cub McPaws;2018;AR startup;Mumbai;Cub McPaws is a kids clothing brand.;Pre-series A;744000;2020
